1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),2 - Highway Agency District,9 - Location,11 - Mile Point (miles),16 - Latitude (decimal),17 - Longitude (decimal),21 - Maintenance Responsibility,37 - Historical Significance Code,98A - Neighboring State Name,98B - Neighboring State Percent Responsibility,99 - Border Bridge Structure Number,101 - Parallel Structure Designation Code,106 - Year Reconstructed,44A - Approach Spans Material,44B - Approach Spans Design,46 - Number of Approach Spans,107 - Deck Structure Type Code,108A - Wearing Surface Type Code,108B - Membrane Type Code,108C - Deck Protection Code,10 - Inventory Route - Minimum Vertical Clearance (ft.),32 - Approach Roadway Width (ft.),33 - Bridge Median Code,34 - Skew Angle (degrees),35 - Structure Flared,38 - Navigation Control Code,39 - Navigation Vertical Clearance (ft.),40 - Navigation Horizontal Clearance (ft.),47 - Inventory Route Total Horizontal Clearance (ft.),48 - Length of Maximum Span (ft.),50A - Left Curb/Sidewalk Width (ft.),50B - Right Curb/Sidewalk Width (ft.),51 - Bridge Roadway Width Curb to Curb (ft.),52 - Deck Width - Out to Out (ft.),53 - Minimum Vertical Clearance Over Bridge Roadway (ft.),54B - Minimum Vertical Underclearance (ft.),55B - Minimum Lateral Underclearance on Right (ft.),56 - Minimum Lateral Underclearance on Left (ft.),111 - Pier Abutment Protection Code,116 - Minimum Vertical Clearance - Lift Bridge (ft.),90 - Inspection Date,91 - Designated Inspection Frequency,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,36A - Bridge Railings,36B - Transitions,36C - Approach Guardrail,36D - Bridge Guardrail Ends,58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,61 - Channel and Channel Protection Condition Rating,62 - Culverts Condition Rating,67 - Structural Evaluation Appraisal,68 - Deck Geometry Appraisal,69 - Underclearance Appraisal Vertical and Horizontal,71 - Waterway Adequacy Appraisal,72 - Approach Alignment Appraisal,113 - Scour Critical Bridge Value,31 - Design Load Descriptor,41 - Structure Operational Status Code,63 - Operating Rating Method Code,64 - Operating Rating (US tons),65 - Inventory Rating Method Code,66 - Inventory Rating (US tons),70 - Bridge Posting Code,5A - Record Type,5B - Route Signing Prefix Code,5C - Designated Level of Service Code,5D - Route Number,5E - Directional Suffix Code,12 - Base Highway Network,19 - Bypass or Detour Length (miles),20 - Toll Status,26 - Functional Class Of Inventory Route,28A - Lanes On the Structure,28B - Lanes Under the Structure,30 - Year of Average Daily Traffic,42A - Type of Service on Bridge Code,42B - Type Of Service Under Bridge Code,100 - STRAHNET Highway Designation,102 - Direction of Traffic Code,104 - Inventory Route NHS Code,105 - Federal Lands Highways Code,109 - Average Daily Truck Traffic (Percent ADT),110 - Designated National Truck Network Code,114 - Future Average Daily Traffic,115 - Year of Future Average Daily Traffic,13A - LRS Inventory Route,13B - Subroute Number,54A - Minimum Vertical Underclearance Reference Feature,55A - Minimum Lateral Underclearance Reference Feature,75A - Type of Work Proposed,75B - Work Done By,76 - Length of Structure Improvement (ft.),94 - Bridge Improvement Cost,95 - Roadway Improvement Cost,96 - Total Project Cost,97 - Year of Improvement Cost Estimate,103 - Temporary Structure Designation Code,112 - NBIS Minimum Bridge Length,CAT23 - Condition Code,Computed - Average Daily Truck Traffic (Volume),Latest Submittal Year,Average Relative Humidity,Average Temperature,Maximum Temperature,Mean Wind Speed,Minimum Temperature,Number of Freeze-Thaw Cycles,Number of Snowfall Days,Number of Days with Measurable Precipitation,Number of Days with Temperature Below 0?C,Prevailing Wind Direction,Time of Wetness,Total Precipitation,Metropolitan Planning Organization (MPO),U.S. Congressional District,State Senate District,State House District
13,Georgia,000000005100630,State Highway Agency,51,Chatham County,0,82636,Whitemarsh Island CDP,1959,24690,Concrete,Tee Beam,6,240.2,GRAY CREEK              ,US 80             ,Fair,63,18122.1,5,5 MI E OF SAVANNAH       ,23,32.03857,-81.03105,1,5,,,,N,1987,0,0,0,1,0,8,8,99.99,61,0,0,0,0,0,0,71.9,40,0,0,71.9,75.5,99.98999786,0,0,0,,0,6/2/18 0:00,24,N  ,Y60,N  ,,819,,1,0,1,0,7,7,6,8,N,6,9,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,1,45,1,26.9,5,1,2,1,80,0,1,6.8,3,14,4,0,2011,1,5,2,2,1,0,1,0,37035,2031,,0,N,N,,,0,1449,145,2174,,,Y,6,247,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,166 - State House District 166
13,Georgia,000000003950510,County Highway Agency,39,Camden County,67984,67984,St. Marys city,2002,2120,Prestressed Concrete,Stringer/Multi-beam or Girder,6,259.8,NORTH RIVER             ,N RIVER CAUSWAY DR,Good,20,11082.5,5,5 MI NE OF ST MARYS      ,2,30.76001,-81.52514,2,5,,,,N,,0,0,0,1,0,8,8,99.99,35.1,0,0,0,0,0,0,39.4,44,0,0,39.4,42.7,99.98999786,0,0,0,,0,5/2/17 0:00,24,N  ,Y60,N  ,,518,,1,1,1,0,7,8,7,7,N,6,5,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,79.9,1,30,5,1,4,1,75,0,1,98.8,3,17,2,0,2012,1,5,0,2,0,0,1,0,3180,2032,,0,N,N,31,1,0,1016,102,1524,,,Y,7,21,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,180 - State House District 180
13,Georgia,000000012750070,County Highway Agency,127,Glynn County,0,68040,St. Simons CDP,1987,100,Concrete,Stringer/Multi-beam or Girder,5,89.9,BLACKBANK RIVER TRIB    ,CR 723 PENINSULA D,Good,35,2035,5,7 MI E OF BRUNSWICK      ,0,31.19254,-81.36615,2,5,,,,N,,0,0,0,8,7,0,0,99.99,20,0,0,0,0,0,0,21.7,18,0,0,21.7,22.6,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,N  ,N  ,,,,0,0,0,0,7,7,7,8,N,6,5,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,P,1,38.9,1,26.9,4,1,4,1,723,0,1,98.8,3,19,2,0,2011,1,5,0,2,0,0,1,0,150,2031,1272113700,0,N,N,,,0,352,35,527,,,Y,7,1,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000005101400,County Highway Agency,51,Chatham County,69000,41484,Isle of Hope CDP,1980,6650,Concrete,Tee Beam,4,160.1,SHIPYARD CREEK          ,LAROACH ROAD      ,Good,42,6303.3,5,1 MI E OF SAVANNAH       ,9,31.9931,-81.05607,2,5,,,,N,,0,0,0,1,0,8,8,99.99,24.9,0,0,0,0,0,0,36.1,40,0,0,36.1,39.4,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,Y60,N  ,,819,,1,0,1,0,7,7,7,5,N,7,4,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,2,73,2,35.9,5,1,5,1,4001,0,1,3.1,3,16,2,0,2011,1,5,0,2,0,0,1,0,9975,2031,,0,N,N,,,0,625,63,938,,,Y,7,67,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,166 - State House District 166
13,Georgia,000000012700770,State Highway Agency,127,Glynn County,0,42128,Jekyll Island CDP,1996,3440,Prestressed Concrete,Stringer/Multi-beam or Girder,20,2430.1,JEKYLL CREEK            ,M.E THOMPSON BR.  ,Good,26,124376,5,5.5 MI SE OF JCT SR 25   ,25,31.04737,-81.42323,1,5,,,,N,,0,0,0,1,0,8,8,99.99,49.9,0,0,0,1,64.9,109.9,47.9,149.9,0,0,47.9,51.2,99.98999786,0,0,0,2,0,12/2/18 0:00,24,N  ,Y60,N  ,,818,,1,1,1,1,7,7,7,8,N,7,9,N,8,8,"Bridge foundations determined to be stable for the assessed or calculated scour condition. Scour is determined to be above top of footing (Example A) by assessment (i.e., bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge4), by calculation or by installation of properly designed countermeasures (see HEC 23).",6,A,1,75,1,32,5,1,3,1,520,0,1,98.8,3,6,2,0,2011,1,5,2,2,1,0,9,0,5160,2031,1271052000,0,N,N,,,0,9494,949,14242,,,Y,7,310,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,000000019150140,"State Park, Forest, or Reservation Agency",191,McIntosh County,0,0,No Place Code,1995,100,Concrete,Slab,5,100.1,UNKNOWN CREEK           ,DOCK ROAD         ,Fair,27,2724.9,5,SAPELO ISLAND            ,0,31.41273,-81.28618,11,5,,,,N,,0,0,0,2,0,0,8,99.99,20,0,0,0,0,0,0,24,20,0,0,24.3,27.2,99.98999786,0,0,0,,0,5/2/18 0:00,24,N  ,N  ,N  ,,,,1,N,0,0,7,7,6,8,N,6,6,N,8,6,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",0,A,2,61,2,35.9,5,1,4,1,99998,0,0,98.8,3,19,2,0,2010,1,5,0,2,0,0,1,0,150,2030,,,N,N,,,0,391,39,586,,,Y,6,1,2022,78,20.7,33.9,2,2.3,,,133,0,175.96,4392,1541.35,,01 - Congressional District 1,003 - State Senate District 3,167 - State House District 167
13,Georgia,000000005150270,County Highway Agency,51,Chatham County,69000,0,No Place Code,1989,20740,Steel,Movable - Bascule,1,834,WILMINGTON RIVER        ,ISLAND EXPRESSWAY ,Fair,33,31466.1,5,1 MI E OF SAVANNAH       ,3,32.06209,-81.02951,2,5,,,,L,,5,2,9,1,0,0,8,99.99,23,1,0,0,1,20.9,99.7,26.9,144,3.9,3.9,27.2,37.7,99.98999786,0,0,0,2,0,7/2/18 0:00,24,Y12,Y60,N  ,1221,819,,0,0,1,0,6,6,6,8,N,6,3,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",5,A,2,70,2,35.9,5,1,4,1,787,0,1,1.2,3,14,2,0,2012,5,5,0,1,1,0,3,0,31110,2032,,0,N,N,,,0,3259,326,4888,,,Y,6,622,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,165 - State House District 165
13,Georgia,000000005101320,County Highway Agency,51,Chatham County,69000,0,No Place Code,1963,20740,Steel,Movable - Bascule,1,804.1,WILMINGTON RIVER        ,ISLAND EXPRESSWAY ,Fair,59,27437.6,5,1 MI E OF SAVANNAH       ,3,32.06194,-81.02957,2,5,,,,R,,5,2,12,1,0,0,8,99.99,23,1,0,1,1,20.9,99.7,27.9,149.9,2,2,27.9,34.1,99.98999786,0,0,0,2,0,7/2/18 0:00,24,Y12,Y60,N  ,1221,819,,0,0,1,0,6,5,5,8,N,5,3,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",5,A,2,70,2,35.9,5,1,4,1,787,0,1,1.2,3,14,2,0,2012,1,5,0,1,1,0,3,0,31110,2032,,0,N,N,31,1,1008.9,3141,314,4712,,,Y,5,622,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,002 - State Senate District 2,165 - State House District 165
13,Georgia,000000005150970,County Highway Agency,51,Chatham County,0,52332,Montgomery CDP,2014,220,Prestressed Concrete,Stringer/Multi-beam or Girder,3,129.9,MOON RIVER TRIB         ,FAYE ROAD         ,Good,8,4731.4,5,3 MI SE OF VERNONBURG    ,0,31.92833,-81.08409,2,5,,,,N,,0,0,0,1,0,0,8,99.99,27.9,0,0,0,0,0,0,27.9,60,0,5.2,27.9,36.4,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,Y60,N  ,,719,,1,1,1,1,7,8,7,8,N,7,6,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,1,68.9,1,34,5,1,4,1,117,0,1,98.8,3,19,2,0,2011,1,5,0,2,0,0,1,0,330,2031,,0,N,N,37,1,155.8,11544,1154,17316,2015,,Y,7,2,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
13,Georgia,000000005150910,County Highway Agency,51,Chatham County,0,52332,Montgomery CDP,2014,460,Prestressed Concrete,Stringer/Multi-beam or Girder,3,129.9,MOON RIVER TRIB         ,CR 113            ,Good,8,4688.8,5,3 MI SE OF VERNONBURG    ,0,31.9288,-81.08616,2,5,,,,N,,0,0,0,1,0,0,8,99.99,24,0,0,0,0,0,0,27.9,60,0,7.9,27.9,36.1,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,Y60,N  ,,719,,1,1,1,1,7,8,7,8,N,7,5,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,1,66.9,1,44,5,1,4,1,113,0,1,98.8,3,19,2,0,2011,1,5,0,2,0,0,1,0,690,2031,,0,N,N,37,1,155.8,11544,1154,17316,2014,,Y,7,5,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
13,Georgia,000000005101630,State Highway Agency,51,Chatham County,76364,76364,Thunderbolt town,1987,27540,Prestressed Concrete,Stringer/Multi-beam or Girder,22,2187,WILMINGTON RIVER        ,"US 80, SR 26      ",Good,35,165747.5,5,4 MI SE OF SAVANNAH      ,22,32.03395,-81.0454,1,5,,,,N,,0,0,0,1,0,0,8,99.99,69.9,0,15,0,1,64.9,119.8,71.9,149.9,0,0,71.9,75.8,99.98999786,0,0,0,2,0,6/2/18 0:00,24,N  ,Y60,N  ,,819,,1,0,1,0,7,7,7,8,N,7,5,N,8,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",6,A,2,67.9,2,34.9,5,1,2,1,80,0,1,8.7,3,14,5,0,2011,1,5,2,2,1,0,1,0,41310,2031,,0,N,N,,,0,15536,1554,23305,,,Y,7,275,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
13,Georgia,000000005101460,State Highway Agency,51,Chatham County,0,0,No Place Code,1970,13080,Prestressed Concrete,Stringer/Multi-beam or Girder,21,1313,MOON RIVER              ,DIAMOND CAUSEWAY  ,Fair,52,45231,5,5 MI SE OF MONT-CROSS RD ,5,31.95155,-81.08351,1,5,,,,N,,0,0,0,1,0,8,8,99.99,26.9,0,45,0,1,22.9,38.7,27.9,69.9,2.3,2.3,27.9,34.4,99.98999786,0,0,0,2,0,9/2/18 0:00,24,N  ,Y60,N  ,,819,,0,0,1,1,6,6,6,8,N,6,4,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",6,A,1,70,1,42,5,1,3,4,204,0,1,98.8,3,16,2,0,2011,1,5,0,2,0,0,1,0,19620,2031,,0,N,N,,,0,5130,513,7695,,,Y,6,131,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
13,Georgia,000000005150080,County Highway Agency,51,Chatham County,0,52332,Montgomery CDP,1983,320,Concrete,Slab,8,160.1,MERCER INLET            ,SULLIVAN ROAD     ,Fair,39,4254.8,5,2.5 MI SE OF VERNONBURG  ,0,31.93041,-81.09249,2,5,,,,N,,0,0,0,2,0,8,8,99.99,19,0,0,0,0,0,0,24,20,0,0,24,26.6,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,Y60,N  ,,819,,1,0,1,0,7,7,6,7,N,6,5,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",3,A,1,48.9,1,29,5,1,4,1,119,0,1,98.8,3,19,2,0,2011,1,5,0,2,0,0,1,0,480,2031,,0,N,N,,,0,625,63,938,,,Y,6,3,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
13,Georgia,        1GA4976,Navy/Marines,39,Camden County,0,0,No Place Code,1980,1000,Prestressed Concrete,Slab,2,65,NORTH RIVER             ,USS HENRY L. STIMS,Fair,42,2855.9,0,90M E. OF USS WOODROW WIL,0,30.79842,-81.5335,73,5,,,,N,1987,0,0,0,2,6,0,0,99.99,24,0,0,0,N,0,0,41,31.5,0,0,41,44,29.5,0,0,0,1,,5/2/17 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,6,7,5,6,N,5,9,N,7,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",0,A,1,103.7,1,62.1,5,1,8,0,0,0,0,199,3,9,2,0,2013,1,5,1,2,0,0,40,0,1200,2032,,,N,N,38,1,65,49,4,53,2021,,Y,5,400,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,180 - State House District 180
13,Georgia,        1GA3988,Navy/Marines,39,Camden County,0,0,No Place Code,1981,2,Concrete,Slab,2,22,CREEK                   ,FORT PETER ROAD   ,Good,41,375,0,600 M N OF DAN WEBSTER RD,0,30.77422,-81.54433,73,5,,,,N,,0,0,0,1,0,0,0,99.99,16.1,0,0,0,0,0,0,13.1,11.2,0,0,13.1,17.1,99.98999786,0,0,0,1,,5/2/17 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,7,7,7,7,N,7,5,N,8,7,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",0,A,1,60.6,1,36.4,5,1,6,0,0,0,0,6.2,3,9,1,0,2013,1,5,0,3,0,0,20,0,4,2032,,,N,N,38,1,22,4,9,13,2021,,Y,7,0,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,180 - State House District 180
13,Georgia,000000012700660,County Highway Agency,127,Glynn County,68068,68040,St. Simons CDP,1960,13400,Concrete,Channel Beam,13,325.1,DUNBAR CREEK            ,SEA ISLAND ROAD   ,Good,62,10240.3,5,2.4 MI N ST SIMONS ISLAND,2,31.18572,-81.38868,2,5,,,,N,,0,0,0,2,6,8,8,99.99,23,0,0,0,0,0,0,24,24.9,2.6,2.6,24,31.5,99.98999786,0,0,0,,0,11/2/18 0:00,24,N  ,Y60,N  ,,518,,0,0,1,0,7,7,7,7,N,5,2,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,A,1,39.9,1,23.9,5,1,4,1,1550,0,1,3.1,3,16,2,0,2011,1,5,0,2,0,0,1,0,20100,2031,1272058300,0,N,N,34,1,536.1,1270,127,1905,,,Y,7,134,2022,,,,,,,,,,,,,"13199100 - Brunswick Area Transportation Study, GA",01 - Congressional District 1,003 - State Senate District 3,179 - State House District 179
13,Georgia,        1GA3906,Navy/Marines,39,Camden County,0,0,No Place Code,1981,10,Prestressed Concrete,Slab,4,99.1,CREEK                   ,USS WOODROW WILSON,Fair,41,4355.9,0,SOUTH OF HENRY L. STIMSON,0,30.79647,-81.53725,73,5,,,,N,,0,0,0,2,6,0,0,99.99,45.9,0,0,0,0,0,0,40.7,24,0,0,40.7,44,99.98999786,0,0,0,1,,5/2/17 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,6,7,7,6,N,7,9,N,9,8,"Bridge foundations determined to be stable for assessed or calculated scour condition. Scour is determined to be within the limits of footing or piles (Example B) by assessment (i.e.,bridge foundations are on rock formations that have been determined to resist scour within the service life of the bridge), by calculations or by installation of properly designed countermeasures (see HEC 23).",5,A,1,110.1,1,84.1,5,1,8,8,0,0,0,4.3,3,9,2,0,2013,1,0,2,2,0,0,10,0,15,2032,,,N,N,,,99.1,16,10,26,2021,,Y,6,1,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,180 - State House District 180
13,Georgia,000000003950390,City or Municipal Highway Agency,39,Camden County,67984,67984,St. Marys city,1991,600,Concrete,Slab,2,29.9,BORRELLS CREEK          ,BORRELL BLVD      ,Fair,31,803.2,5,CITY LIMIT OF ST MARYS   ,1,30.73995,-81.56116,4,5,,,,N,,0,0,0,2,0,8,8,99.99,19,0,0,0,0,0,0,24,15.1,3.9,0,24.3,26.9,99.98999786,0,0,0,,0,5/2/17 0:00,24,N  ,N  ,N  ,,,,1,0,0,0,7,7,5,7,N,5,4,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",2,P,1,34.9,1,21.9,2,1,5,1,426,0,1,1.9,3,19,2,0,2012,5,5,0,2,0,0,1,0,900,2032,,0,N,N,,,0,117,12,176,,,Y,5,6,2022,,,,,,,,,,,,,,01 - Congressional District 1,003 - State Senate District 3,180 - State House District 180
13,Georgia,000000005101450,County Highway Agency,51,Chatham County,0,52332,Montgomery CDP,1984,2280,Prestressed Concrete,Stringer/Multi-beam or Girder,3,120.1,SHIPYARD CREEK          ,SHIPYARD ROAD     ,Good,38,4294.2,5,4 MI S OF SAVANNAH       ,1,31.93663,-81.10296,2,5,,,,N,,0,0,0,1,0,8,8,99.99,24.9,0,30,0,0,0,0,31.8,40,0,0,32.2,35.8,99.98999786,0,0,0,,0,9/2/18 0:00,24,N  ,Y60,N  ,,719,,1,0,1,0,7,8,7,8,N,7,4,N,8,8,"Bridge with ""unknown"" foundation that has not been evaluated for scour. Until risk can be determined, a plan of action should be developed and implemented to reduce the risk to users from abridge failure during and immediately after a flood event (see HEC 23).",5,A,1,84,1,43,5,1,5,1,4006,0,1,98.8,3,16,2,0,2011,1,5,0,2,0,0,1,0,3420,2031,,0,N,N,,,0,469,47,703,,,Y,7,23,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
13,Georgia,000000005150740,City or Municipal Highway Agency,51,Chatham County,69000,0,No Place Code,2005,22220,Prestressed Concrete,Stringer/Multi-beam or Girder,3,206,MONTGOMERY CROS         ,TRUMAN PARKWAY    ,Good,17,9193.2,5,CITY OF SAV.             ,2,31.99003,-81.08321,4,5,,,,R,,0,0,0,1,0,8,8,99.99,42,1,0,0,0,0,0,41,131.9,0,0,41.3,44.6,99.98999786,19.3,19.4,0,,0,8/2/18 0:00,24,N  ,N  ,N  ,,,,1,1,1,1,7,8,7,N,N,7,7,6,N,8,Bridge not over waterway,6,A,2,74,2,45,5,1,5,1,1148,0,1,1.2,3,14,2,7,2011,1,1,0,1,1,0,4,0,33330,2031,,0,H,H,,,0,805,80,1207,,,Y,7,889,2022,76,20,35.7,1,-0.8,,,126,3,168.83,4432,1557.81,"13198301 - Coastal Region MPO, GA",01 - Congressional District 1,001 - State Senate District 1,165 - State House District 165
